source_id,split,text,emoji,label,intent_label,dissonance_label
train:8:1,train,i like the enthusiasm!,👏,Low,Praise,Low
train:8:2,train,so how's school? what's going on?,🧡,Low,Care,Low
train:8:3,train,hot goss?,👌,Low,Confirm,Low
train:8:4,train,"you know what i mean. come on, spill it, girl.",💡,Low,Advise,Low
train:8:5,train,excuse me. you were gonna check to see if you had any floor cleaner in the back?,🤝,Low,Confirm,Low
train:8:6,train,"listen, if you don't feel like doing something, don't waste my time.",🚨,Medium,Warn,Medium
train:8:7,train,"excuse me, sir.",🤔,High,Criticize,High
train:8:9,train,who even uses floor cleaner anymore?,🙄,High,Taunt,High
train:8:10,train,"what are you, an orderly from the '50s?",🙄,High,Taunt,High
train:8:12,train,wow.,🌟,Low,Praise,Low
train:8:13,train,that was awesome.,🌟,Low,Praise,Low
train:8:14,train,i can be awesome.,💸,Medium,Flaunt,Medium
train:10:1,train,no wonder this country's a garbage fire.,😮‍💨,High,Complain,High
train:10:2,train,"because she asked me,  what's new with you,  and so i told her.",📖,Low,Explain,Low
train:10:4,train,"okay, but you didn't break up with me.",❗,Low,Emphasize,Low
train:10:7,train,"well, there you go, champ.",😏,High,Taunt,High
train:10:8,train,i'm sorry. do you know what a softline is?,🙋,Low,Ask for help,Low
train:10:9,train,i don't have time for this.,🚪,Low,Leave,Low
train:10:10,train,excuse me.,😊,Low,Greet,Low
train:10:11,train,do you know what a softline is?,🚨,Low,Ask for help,Low
train:10:12,train,i don't live here. i'm from tampa.,👋,Low,Leave,Low
train:11:4,train,"oh, uh, no, you're not done.",ℹ️,Low,Inform,Low
train:11:5,train,"well, because the floor is still slippery.",💬,Low,Explain,Low
train:11:6,train,okay. fine.,✅,Low,Agree,Low
train:11:7,train,how about you and i go get a soda?,📩,Low,Invite,Low
train:12:2,train,and then she's not doing her homework.,🤔,High,Criticize,High
train:12:3,train,and then she's hanging out with the bad kids.,🤨,High,Criticize,High
train:12:4,train,"yes. actually, yeah. that would be great.",🤝,Low,Agree,Low
train:12:5,train,"oh, no, no, no, no. i was just kidding.",💬,Low,Explain,Low
train:13:2,train,"oh.   hey, um, you think i could get that badge for the bathroom again?",🥺,Low,Ask for help,Low
train:13:4,train,"i would love to, um, but i could actually get into trouble with my boss.",💬,Low,Explain,Low
train:13:5,train,oh.,🤝,Low,Acknowledge,Low
train:13:6,train,"yeah, i mean, i am a bad boy, but not that way.",💡,Low,Explain,Low
train:14:0,train,i'm sorry about before.,🙏,Low,Apologise,Low
train:14:1,train,"i hadn't eaten anything, and, uh, i got a weird call from my wife.",💡,Low,Explain,Low
train:14:2,train,"okay, let me stop you right there.",🚫,Medium,Prevent,Medium
train:14:3,train,i was wrong for yelling at you earlier.,🥺,Low,Apologise,Low
train:14:4,train,okay.,🤝,Low,Acknowledge,Low
train:14:5,train,"so if you wanted to, like, go over there and really give it to her, that would be fine.",💡,Low,Advise,Low
train:14:6,train,"obviously, don't hit her, but if you wanted to shake her a little, that would be cool.",☝️,Low,Advise,Low
train:14:7,train,i'm not gonna shake a little girl.,⛔,High,Oppose,High
train:14:8,train,"no, no, i'm her mom. i'm not gonna report it.",📖,Low,Explain,Low
train:16:0,train,it's a can.,📛,Low,Introduce,Low
train:16:1,train,"sure, yeah, yeah, it's a can, we don't really organize things here by shape.",📖,Low,Explain,Low
train:16:4,train,"n-no, not--no. no!",👎,High,Oppose,High
train:16:6,train,you got to put that phone away too.,📅,Low,Arrange,Low
train:16:7,train,you're not my boss.,👎,High,Oppose,High
train:16:8,train,what--what is wrong with you? she's a child!,😑,High,Criticize,High
train:16:12,train,"not so hot, huh?",😑,High,Criticize,High
train:17:1,train,can i ask you something?,🚨,Low,Ask for help,Low
train:17:3,train,bathroom pass?,🤝,Low,Confirm,Low
train:17:4,train,you seem like you are way too pretty to be working here.,🏆,Low,Praise,Low
train:17:6,train,you have a nice smile.,👏,Low,Praise,Low
train:17:8,train,you--you have a nice smile.,🌟,Low,Praise,Low
train:19:0,train,"i, uh--i messed up before. i'm sorry.",😔,Low,Apologise,Low
train:19:1,train,"i-i was listening, but i wasn't really hearing.",📖,Low,Explain,Low
train:19:2,train,"tonight, gonna pop open a couple brewskis, we're gonna get ourselves a nice pie--pizza pie, and we are gonna watch ourselves a little movie called  bad boys 2  and get you through this breakup thing roomie-style.",📋,Low,Plan,Low
train:19:3,train,all right. that's enough.,👍,Low,Agree,Low
train:19:4,train,"attention, cloud 9 employees!",📢,Low,Inform,Low
train:19:5,train,"dina did not break up with me, and actually, if you want to get real about it, it was my idea.",📝,Low,Inform,Low
train:19:6,train,i was trying to be a nice guy.,📝,Low,Inform,Low
train:19:9,train,sorry about that.,🙏,Low,Apologise,Low
train:19:10,train,please pretend you didn't hear that.,💡,Low,Advise,Low
train:19:11,train,i'm gonna just put these back.,📅,Low,Plan,Low
train:20:0,train,"oh, hey, is this where justine fell?",🤝,Low,Confirm,Low
train:20:1,train,yeah.,🤝,Low,Agree,Low
train:20:2,train,i gotta write it up for her workman's comp claim.,📋,Low,Plan,Low
train:20:3,train,do you think emma's doing okay?,👌,Low,Confirm,Low
train:20:4,train,i just feel like i'm losing control.,🙄,High,Complain,High
train:20:5,train,"amy, can i ask you something but without you taking it the wrong way?",✅,Low,Confirm,Low
train:20:6,train,sure.,👍,Low,Agree,Low
train:21:0,train,"when he smiles at you, it feels like the sun is coming up.",🌟,Low,Praise,Low
train:21:2,train,"well, scott is way cuter than jeff.",👏,Low,Praise,Low
train:21:3,train,i'm sorry.   love you.,🙏,Low,Apologise,Low
train:22:0,train,"i got carried away, and... it wasn't cool.",😔,Low,Apologise,Low
train:22:3,train,are you saying you want to get back together?,✅,Low,Confirm,Low
train:22:4,train,"i mean, is that crazy?",✅,Low,Confirm,Low
train:22:5,train,i don't think so. let's do it.,💡,Low,Advise,Low
train:22:6,train,okay.,👍,Low,Agree,Low
train:22:7,train,"yeah, this isn't working out. i'm dumping you.",⛔,High,Oppose,High
train:22:8,train,"sir, did you just see that i dumped him?",👌,Low,Confirm,Low
train:22:9,train,"attention, cloud 9 employees.",ℹ️,Low,Inform,Low
train:22:10,train,we have a nonverbal confirmation i dumped garrett.,ℹ️,Low,Inform,Low
train:22:11,train,you're a monster.,🤔,High,Criticize,High
train:24:0,train,hey!,👋,Low,Greet,Low
train:24:1,train,"um, just some stuff.",💬,Low,Explain,Low
train:24:2,train,yeah.,✅,Low,Agree,Low
train:24:3,train,"well, you--put it back.",🗓️,Low,Arrange,Low
train:24:4,train,"uh, i don't think i'm gonna.",⛔,High,Oppose,High
train:24:5,train,"wh--well, i caught you, so, y-you have to.",💬,Low,Explain,Low
train:24:7,train,but th-that's how this works.,🔥,Low,Emphasize,Low
train:24:8,train,"no, don't just--no. don't take more.",🛑,Medium,Prevent,Medium
train:24:9,train,do you have a gun?,🤝,Low,Confirm,Low
train:24:11,train,"uh, i-i don't think you do.",👎,High,Oppose,High
train:24:13,train,okay. excuse me.,🏃,Low,Leave,Low
train:24:14,train,oh. wait!,🛑,Medium,Prevent,Medium
train:24:15,train,"no, no, no, no! no, he--no.",🛑,Medium,Prevent,Medium
train:24:16,train,"jonah, call the police! right.",🗓️,Low,Arrange,Low
train:24:17,train,look who's grounded now.,🤡,High,Taunt,High
train:24:18,train,"jonah, i just did a  law & order  type zinger.",💎,Medium,Flaunt,Medium
train:25:0,train,i saw immediately it was a 487 in progress.,💸,Medium,Flaunt,Medium
train:25:1,train,"i don't know what he could have done to you beforehand, but it is not your fault if he touched you.",💛,Low,Comfort,Low
train:25:2,train,"okay, okay. nothing happened.",💬,Low,Explain,Low
train:25:3,train,end of story.,📝,Low,Inform,Low
train:25:4,train,and you made no attempt to stop him?,🤨,Medium,Doubt,Medium
train:25:5,train,"no, i mean, i told him to stop, but he didn't.",📖,Low,Explain,Low
train:25:7,train,"he asked you to move out of the way so he could leave with the cash, and you just did it?",✅,Low,Confirm,Low
train:25:8,train,"so it was for of, like, a reflex.",💡,Low,Explain,Low
train:27:1,train,"oh, so are you just going to be calm when a group of methed-out serial killers stabs myrtle to death in the parking lot?",🤔,Medium,Doubt,Medium
train:27:2,train,"no, because that would be a different tone.",💬,Low,Explain,Low
train:27:3,train,is it about your boots?,👌,Low,Confirm,Low
train:27:4,train,"uh, no.",👎,High,Oppose,High
train:27:5,train,"um, it's about this morning's incident.",💡,Low,Explain,Low
train:27:6,train,is that when you bought your boots?,🤝,Low,Confirm,Low
train:28:0,train,"what i'm saying is, don't do what dina did.",📝,Low,Inform,Low
train:28:1,train,"and while it worked out okay this time, it could have turned into serious injury, or death, or god forbid, a lawsuit.",🚨,Medium,Warn,Medium
train:28:2,train,"just stand there and make brown, like jonah?",🤡,High,Taunt,High
train:28:3,train,"well, i didn't actually do anything--",💡,Low,Explain,Low
train:28:4,train,exactly. he just sat there and watched a guy rob the store.,🤨,High,Criticize,High
train:28:5,train,thank you. that is what you should all do in the future.,👍,Low,Thank,Low
train:28:6,train,"thank you, jonah, for actually following protocol.",💛,Low,Thank,Low
train:28:8,train,what then? do you want me to just sit there and watch someone take a baby?,😕,Medium,Doubt,Medium
train:28:9,train,what if the baby is wearing a bomb?,🤔,Medium,Doubt,Medium
train:28:10,train,then wouldn't you want him to steal it?,🤨,Medium,Doubt,Medium
train:29:0,train,"oh, yeah. yeah.",👍,Low,Agree,Low
train:29:1,train,"yes, yes. and i'm so sorry.",😔,Low,Apologise,Low
train:29:2,train,"you know, it just-it takes me forever to get going in the morning.",📖,Low,Explain,Low
train:29:3,train,"i like to wake up when my body is ready, you know what i mean?",🤝,Low,Confirm,Low
train:29:8,train,"jerusha, how was it? i feel sick!",😤,High,Complain,High
train:30:1,train,this little girl won't try and stop you.,😏,High,Taunt,High
train:30:2,train,i'm just--i'm gonna go pay for it.,👋,Low,Leave,Low
train:31:0,train,hey.,😊,Low,Greet,Low
train:31:3,train,"i don't think that's true. well, it is true.",🙅,High,Oppose,High
train:31:4,train,i know it's true because i just looked it up.,💡,Low,Explain,Low
train:31:5,train,okay.   so did he invent salad?,👌,Low,Confirm,Low
train:32:0,train,ken? you're--you're here.,🤔,Medium,Doubt,Medium
train:32:2,train,"okay, um, look, maybe i wasn't clear, and that's my fault.",😔,Low,Apologise,Low
train:32:5,train,okay. okay.,✅,Low,Acknowledge,Low
train:32:6,train,"yes, thanks. yes, yes.",🙏,Low,Thank,Low
train:35:1,train,you're the cool kids.,👏,Low,Praise,Low
train:35:2,train,"oh, no. none of us get invited to that.",👎,High,Oppose,High
train:35:3,train,that thing is lame anyway.,😤,High,Complain,High
train:35:4,train,"hey, what if we did something?",🧠,Low,Advise,Low
train:35:5,train,yes! all right.,🤝,Low,Agree,Low
train:35:6,train,let's do it! bowling night!,🧠,Low,Advise,Low
train:35:8,train,yeah. maybe.,✅,Low,Agree,Low
train:35:9,train,wow. yeah.,🤝,Low,Agree,Low
train:35:10,train,i can't.,🙅,High,Oppose,High
train:35:11,train,"um, oh. uh, no.",🙅,High,Oppose,High
train:36:0,train,it's my first write-up. ever.,😎,Medium,Flaunt,Medium
train:36:1,train,so thank you so much for that.,👍,Low,Thank,Low
train:36:2,train,i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,💬,Low,Explain,Low
train:36:3,train,i'm glad you got written up. you are a bully.,🤨,High,Criticize,High
train:36:4,train,"well, i'd rather be a bully than a castrated garden gnome.",🤡,High,Taunt,High
train:36:5,train,"well, who knows what's under those little pants?",🙄,High,Taunt,High
train:36:6,train,"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",😏,High,Taunt,High
train:36:7,train,that was an awkward situation. i could have destroyed that guy.,💡,Low,Explain,Low
train:36:8,train,with muscles like those? come on.,🤡,High,Taunt,High
train:36:9,train,"your ass? yeah, uh, obviously, i could-sure.",🤝,Low,Agree,Low
train:36:10,train,"oh. well, then come at me.",🎉,Low,Invite,Low
train:36:11,train,"fight, guys. jonah's fighting dina.",ℹ️,Low,Inform,Low
train:37:0,train,bullies just need to be confronted.,📖,Low,Explain,Low
train:37:2,train,"because if you were really a feminist, you'd punch me in the face.",🙄,High,Taunt,High
train:37:6,train,just stop. this is crazy.,🚫,Medium,Prevent,Medium
train:37:7,train,"are you okay? yeah, yeah, i'm good.",🧡,Low,Care,Low
train:45:0,train,"yeah, i got to go with the cop on this one.",👍,Low,Agree,Low
train:45:1,train,i just want to cover it up until the coroner gets here.,💬,Low,Explain,Low
train:45:2,train,"i know we don't specifically promise no dead bodies, but we shouldn't have to.",💬,Low,Explain,Low
train:45:3,train,"fine, just don't go touching the body.",📢,Low,Inform,Low
train:45:5,train,"no, i just wouldn't do that.",⛔,High,Oppose,High
train:45:6,train,"uh, because i said you can't.",💡,Low,Explain,Low
train:45:8,train,"all right, well, that should hold.",🤝,Low,Agree,Low
train:45:9,train,is this worse?,🤨,Medium,Doubt,Medium
train:48:0,train,like he's a dead employee.,😂,Low,Joke,Low
train:48:1,train,no.,⛔,High,Oppose,High
train:48:2,train,this is not a halloween display.,👎,High,Oppose,High
train:48:6,train,that was the coroner's office.,📢,Low,Inform,Low
train:48:8,train,"the point is, they're not gonna be here for a while.",💥,Low,Emphasize,Low
train:48:9,train,"oh, come on.",😤,High,Complain,High
train:49:0,train,"oh, thanks.",🙏,Low,Thank,Low
train:49:3,train,"what do we got here, the lunch police?",🤣,Low,Joke,Low
train:49:4,train,"take me downtown, officer bumblebee.",😂,Low,Joke,Low
train:49:5,train,"kelly, could you jump on register four?",📅,Low,Arrange,Low
train:49:6,train,yeah.,👌,Low,Acknowledge,Low
train:49:8,train,i guess i can eat this on the way.,🏃,Low,Leave,Low
train:49:9,train,"yup, that's why they're made to go.",💬,Low,Explain,Low
train:49:10,train,"uh-oh, phone police.",😂,Low,Joke,Low
train:49:11,train,you'll never take me alive.,👋,Low,Leave,Low
train:50:1,train,"there is something there that is extremely disturbing, and it may frighten you.",📝,Low,Inform,Low
train:50:4,train,"please, listen to me.",📢,Low,Inform,Low
train:50:5,train,"the housewares section is very, very scary.",📢,Low,Inform,Low
train:50:6,train,it will give you nightmares.,🛑,Medium,Warn,Medium
train:50:7,train,turn back before it's too late.,🛑,Medium,Warn,Medium
train:50:8,train,"no. no, no.",⛔,High,Oppose,High
train:50:9,train,you--you--you've been warned.,📢,Low,Inform,Low
train:50:10,train,okay.,✅,Low,Acknowledge,Low
train:52:0,train,with sal's passport?,🤡,High,Taunt,High
train:52:1,train,i am a master at make-up.,💸,Medium,Flaunt,Medium
train:52:2,train,"if i can make elias look like dame edna, i can make you look like sal.",😎,Medium,Flaunt,Medium
train:52:3,train,"wait, why did elias want to be dame edna?",🤨,Medium,Doubt,Medium
train:52:5,train,although me just being here is illegal so it kind of cancels out.,📖,Low,Explain,Low
train:52:6,train,i think...we should...,🤝,Low,Agree,Low
train:52:8,train,we agreed on a kitty cat.,😤,High,Complain,High
train:53:0,train,she saw the match before i could get her phone.,ℹ️,Low,Inform,Low
train:53:1,train,"oh, okay, we need to  freaky friday  this.",🤣,Low,Joke,Low
train:53:2,train,"you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.",🧠,Low,Advise,Low
train:53:4,train,she sent him a wink.,📝,Low,Inform,Low
train:53:7,train,"yeah, as long as they never run into each other in the store they both work in.",🤝,Low,Agree,Low
train:56:0,train,you seem good.,🛡️,Low,Care,Low
train:56:1,train,i had a bar this morning with like 20 grams of protein.,📖,Low,Explain,Low
train:56:2,train,"no, no listen to your body.",⛔,High,Oppose,High
train:56:3,train,yeah.,✅,Low,Agree,Low
train:56:4,train,"oh, no, no, i'm fine.",👎,High,Oppose,High
train:56:5,train,yes.,👍,Low,Agree,Low
train:56:6,train,you are so strong.,🏆,Low,Praise,Low
train:56:7,train,and i also think you are so brave.,🏆,Low,Praise,Low
train:56:8,train,thank you.,💛,Low,Thank,Low
train:57:0,train,so you'll have to do the make-up yourself for the trip back.,📢,Low,Inform,Low
train:57:1,train,or you could just stay like this the whole time.,💡,Low,Advise,Low
train:57:2,train,what? i was just saying she had really great skin.,💬,Low,Explain,Low
train:57:5,train,that's stupid.,🤡,High,Taunt,High
train:57:6,train,i just think it feels really good and firm on my tongue.,📖,Low,Explain,Low
train:58:1,train,"yeah, i was gonna get one, but they're like a hundred bucks.",💡,Low,Explain,Low
train:58:3,train,"thank you, governor greitens.",🙏,Low,Thank,Low
train:58:6,train,i guess i could put it on my lawn.,☝️,Low,Advise,Low
train:58:8,train,"chuck, what are you doing?",🧡,Low,Care,Low
train:60:0,train,how could i humiliate you?,😕,Medium,Doubt,Medium
train:60:1,train,i barely talk to you.,📖,Low,Explain,Low
train:60:2,train,"hey, guys.",✨,Low,Greet,Low
train:60:4,train,"you know what, kelly, i feel like i cut your break short.",😔,Low,Apologise,Low
train:60:5,train,this guy's playing mind games with me all day.,🤨,High,Criticize,High
train:60:6,train,i would never do that.,🙅,High,Oppose,High
train:60:7,train,i'm an ally.,💥,Low,Emphasize,Low
train:60:9,train,i never texted you.,⛔,High,Oppose,High
train:60:10,train,stop lying!,⚠️,Medium,Prevent,Medium
train:60:11,train,it was me. i did it.,💬,Low,Explain,Low
train:60:12,train,"i took jonah's phone, and i was messing around.",💬,Low,Explain,Low
train:60:13,train,"and i accidently swiped right, and i just couldn't stop myself.",📖,Low,Explain,Low
train:60:14,train,and garrett had something to do with it too.,📝,Low,Inform,Low
train:61:0,train,"uh, you know, it's fine.",💛,Low,Comfort,Low
train:61:3,train,i'm sorry.,🙏,Low,Apologise,Low
train:61:4,train,"oh, god. uh...",🏃,Low,Leave,Low
train:62:0,train,you look adorable.,👏,Low,Praise,Low
train:62:1,train,"okay, here. take it.",🗓️,Low,Arrange,Low
train:62:2,train,"destroy it, douse it with holy water, and set it on fire.",⏰,Low,Arrange,Low
train:62:4,train,"i'm not going, okay?",⛔,High,Oppose,High
train:62:5,train,it's not worth it.,🙄,High,Complain,High
train:62:6,train,i don't like what's happening to me.,😮‍💨,High,Complain,High
train:62:7,train,i need to wash this all off before it's too late.,👋,Low,Leave,Low
train:65:0,train,"hey. dina, is something wrong?",🧡,Low,Care,Low
train:65:1,train,you know the rules. no religious crap in the store.,😑,High,Criticize,High
train:65:3,train,this is just a winter barn display.,🤝,Low,Introduce,Low
train:65:4,train,with a baby jesus and three wise men?,🤡,High,Taunt,High
train:65:5,train,that is a normal barn baby and three men of average intelligence.,👋,Low,Introduce,Low
train:65:6,train,"oh, wow. well, i feel foolish.",🤡,High,Taunt,High
train:65:7,train,i can't believe that i thought this guy was a wise man.,🤡,High,Taunt,High
train:65:8,train,you're not that stupid.,⛔,High,Oppose,High
train:65:9,train,"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",💡,Low,Explain,Low
train:65:13,train,"wait, give me that! that's baby jesus!",⚠️,Medium,Prevent,Medium
train:69:0,train,"oh, great.",🏆,Low,Praise,Low
train:69:1,train,"narc alert. oh, it's the fun police.",🙄,High,Taunt,High
train:69:3,train,"i mean, it's nothing personal, but--",📖,Low,Explain,Low
train:69:4,train,"yeah, you just always act all lame and stuff.",🤨,High,Criticize,High
train:69:6,train,that was the tiniest sip i've ever seen.,🙄,High,Taunt,High
train:69:7,train,"i mean, now you're just stealing my alcohol.",😑,High,Criticize,High
train:70:0,train,"oh, hey, man. merry christmas.",👋,Low,Greet,Low
train:70:1,train,"oh, wow. thank you, garrett.",👍,Low,Thank,Low
train:70:3,train,"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",👌,Low,Confirm,Low
train:70:4,train,"yeah, i just figured it'd be something you could use based on the puddles by the shower.",📖,Low,Explain,Low
train:70:8,train,or you could save some money and just quit it with the harmonica lessons on youtube.,🧠,Low,Advise,Low
train:70:9,train,"yeah, it would be. mm-hmm. yeah.",👍,Low,Agree,Low
train:72:0,train,which is why i lay my shoes on their side so that the soles don't touch the fabric.,📖,Low,Explain,Low
train:72:1,train,"oh, you know, i think you're working too hard.",😏,High,Taunt,High
train:72:2,train,why don't you just take off your shoes?,☝️,Low,Advise,Low
train:72:3,train,"there's a dad here with his kid, asking where the store santa is.",📝,Low,Inform,Low
train:72:4,train,tell him to check the drunk tank.,🗓️,Low,Arrange,Low
train:72:6,train,"guys, they drove an hour to get here.",📝,Low,Inform,Low
train:73:0,train,"glenn, it's not like i hate christmas or anything.",💬,Low,Explain,Low
train:73:1,train,"so  winter wonderland  is okay, and-you want to see what christmas is all about?",🎉,Low,Invite,Low
train:73:3,train,"sorry, we're making up for lost time.",💬,Low,Explain,Low
train:73:4,train,"oh, no, no, no. kiss away.",⛔,High,Oppose,High
train:73:6,train,"oh, there won't be a next tour.",⛔,High,Oppose,High
train:73:8,train,"okay, i was smoking something i did not know was meth.",💬,Low,Explain,Low
train:73:9,train,"hey, uh, thank you for your service.",🙏,Low,Thank,Low
train:73:11,train,there's cocoa in aisle nine.,📢,Low,Inform,Low
train:74:0,train,"i mean, it's just-it's messed up.",🙄,High,Complain,High
train:74:1,train,i'm just gonna say it. men are from mars.,😏,High,Taunt,High
train:74:5,train,yeah. that's exactly what i was thinking.,🤝,Low,Agree,Low
train:74:6,train,"no. no, no, no, no, no, no. you should not go over there.",⚠️,Medium,Prevent,Medium
train:74:7,train,we should all go over there.,☝️,Low,Advise,Low
train:74:8,train,"yeah, just always assume we're talking about bridgett's house.",🤝,Low,Agree,Low
train:74:9,train,because i try not to drive if i've had more than six.,📖,Low,Explain,Low
train:74:10,train,"oh, yeah, i should not be getting behind the wheel of a car right now.",👍,Low,Agree,Low
train:75:1,train,i'm gonna do this. i'm gonna go knock on the door.,📅,Low,Plan,Low
train:75:4,train,"oh, my god. this is a mistake.",😤,High,Complain,High
train:75:5,train,but not today.,👎,High,Oppose,High
train:75:6,train,"oh, no, no, no. today's gonna be a mess.",⛔,High,Oppose,High
train:75:7,train,we got to go. we got to go.,🚪,Low,Leave,Low
train:75:8,train,"oh, my god. my battery's dead.",🙄,High,Complain,High
train:75:11,train,is that you?,✅,Low,Confirm,Low
train:77:0,train,"yeah, yeah. fine.",✅,Low,Agree,Low
train:77:1,train,"okay, 'cause you look a little bit like a disgruntled keebler elf about to shoot up the tree house.",😜,Low,Joke,Low
train:77:2,train,"it's just--it's like he wants to be mad at me, so he just comes up with these little excuses.",🙄,High,Complain,High
train:77:3,train,"you know, like, he'll-he'll take the trash out when it's half full just so he can be like,  there's another thing jonah didn't do.    i only take my trash out when it topples over like a jenga tower.",🙄,High,Complain,High
train:77:4,train,right? thank you. maybe we should be roommates.,👍,Low,Thank,Low
train:79:0,train,i told you guys. i am a psycho.,ℹ️,Low,Inform,Low
train:79:1,train,"oh, yeah, you got to let craymie out more often.",💡,Low,Advise,Low
train:79:2,train,"i'm gonna crash elsewhere tonight, so...",📝,Low,Inform,Low
train:79:4,train,"okay, thanks.",🙏,Low,Thank,Low
train:79:6,train,"i'll just--i'll just drop a pin and text it to you, then.",🗺️,Low,Plan,Low
train:79:7,train,okay.,✅,Low,Agree,Low
train:79:8,train,"well, i think i finally figured out these christmas lights.",ℹ️,Low,Inform,Low
train:79:10,train,yeah. super lame.,👍,Low,Agree,Low
train:81:1,train,"uh, there's been an unfortunate incident we need to discuss.",ℹ️,Low,Inform,Low
train:81:2,train,"oh, wait, hold up. what are we working with here?",🤨,Medium,Doubt,Medium
train:81:3,train,is that a-a snake or a lightning bolt?,🤝,Low,Confirm,Low
train:81:4,train,this is not what i'm here-it's a guitar.,📖,Low,Explain,Low
train:81:5,train,an electric guitar.,📛,Low,Introduce,Low
train:81:6,train,"anyway, roger from the café, as most of you may have heard, has been let go, uh, for releasing a facebook video in which he was behaving in a manner that cloud 9 does not condone.",ℹ️,Low,Inform,Low
train:81:7,train,it's so gross! especially in the kitchen.,😑,High,Criticize,High
train:81:8,train,"if you think about it, it's not that gross.",👎,High,Oppose,High
train:81:9,train,fart air has billions of fecal particles in it.,👋,Low,Introduce,Low
train:81:10,train,"i mean, that's what causes the smell--feces in your nose.",💬,Low,Explain,Low
train:81:12,train,we don't need to do that. that's--i think the lesson here is be careful what you post on social media.,📝,Low,Inform,Low
train:81:13,train,"um, shouldn't the lesson be: don't fart in cups?",🤨,Medium,Doubt,Medium
train:81:14,train,because i do a lot of instagram videos and they can be pretty edgy.,📖,Low,Explain,Low
train:81:15,train,i'm gonna take a look make sure everything's above board.,🗺️,Low,Plan,Low
train:81:16,train,everybody here can self-police.,📢,Low,Inform,Low
train:81:17,train,"uh, why self-police when you can have actual police?",🤨,Medium,Doubt,Medium
train:81:19,train,"wait, these cups?",✅,Low,Confirm,Low
train:82:0,train,"hey, guys. it's your girl, kelly.",👋,Low,Introduce,Low
train:82:2,train,kelly's instagram videos. they're adorable.,👏,Low,Praise,Low
train:82:3,train,too funny.,👏,Low,Praise,Low
train:82:5,train,"okay, is the joke that it's so boring, or...",🤝,Low,Confirm,Low
